origin,destination,operator,date,hour,month,day_of_week,scheduled_departure,mins_late,cancelled
London Victoria,Gatwick Airport,Southern,2024-04-14,10,4,Sunday,1000,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-13,13,7,Saturday,1345,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-08,20,9,Sunday,2000,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-08,16,12,Sunday,1630,2,False
London Victoria,Gatwick Airport,Southern,2024-02-15,13,2,Thursday,1345,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-09,9,3,Saturday,0930,9,False
London Waterloo,Southampton Central,South Western Railway,2024-08-28,17,8,Wednesday,1745,0,True
London Waterloo,Southampton Central,South Western Railway,2024-07-12,13,7,Friday,1345,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-09,8,7,Tuesday,0845,0,True
London Euston,Manchester Piccadilly,Avanti West Coast,2024-05-14,17,5,Tuesday,1715,11,False
London Victoria,Gatwick Airport,Southern,2024-06-13,1,6,Thursday,0100,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-19,17,1,Friday,1715,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-09-23,13,9,Monday,1315,1,False
London Waterloo,Southampton Central,South Western Railway,2024-04-13,18,4,Saturday,1830,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-16,15,1,Tuesday,1530,4,False
London Victoria,Gatwick Airport,Southern,2024-01-10,13,1,Wednesday,1330,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-18,10,5,Saturday,1045,3,False
London Waterloo,Southampton Central,South Western Railway,2024-02-21,13,2,Wednesday,1345,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-19,10,11,Tuesday,1000,5,False
London Kings Cross,Leeds,LNER,2024-05-26,2,5,Sunday,0245,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-03,4,7,Wednesday,0430,4,False
London Victoria,Gatwick Airport,Southern,2024-09-21,19,9,Saturday,1915,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-05,10,2,Monday,1045,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-21,15,4,Sunday,1545,0,False
London Victoria,Gatwick Airport,Southern,2024-11-21,16,11,Thursday,1645,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-30,10,8,Friday,1030,7,False
London Victoria,Gatwick Airport,Southern,2024-06-04,7,6,Tuesday,0715,10,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-08,14,5,Wednesday,1445,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-24,4,8,Saturday,0430,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-17,17,1,Wednesday,1745,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-03,16,3,Sunday,1615,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-13,8,1,Saturday,0800,6,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-24,18,10,Thursday,1815,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-04,17,6,Tuesday,1745,0,False
London Waterloo,Southampton Central,South Western Railway,2024-02-02,22,2,Friday,2215,4,False
London Waterloo,Southampton Central,South Western Railway,2024-09-21,5,9,Saturday,0500,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-23,17,12,Monday,1715,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-08,11,6,Saturday,1130,0,False
London Victoria,Gatwick Airport,Southern,2024-07-16,11,7,Tuesday,1130,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-05,1,2,Monday,0100,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-10,12,6,Monday,1215,12,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-28,12,1,Sunday,1230,50,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-12,16,5,Sunday,1645,51,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-20,18,7,Saturday,1830,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-06,0,2,Tuesday,0045,44,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-29,21,4,Monday,2100,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-14,17,2,Wednesday,1700,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-31,10,5,Friday,1000,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-27,1,5,Monday,0130,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-02,8,11,Saturday,0845,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-17,8,9,Tuesday,0800,1,False
London Waterloo,Southampton Central,South Western Railway,2024-02-24,1,2,Saturday,0100,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-06,11,2,Tuesday,1115,0,False
London Victoria,Gatwick Airport,Southern,2024-04-13,18,4,Saturday,1800,17,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-24,15,2,Saturday,1545,2,False
London Victoria,Gatwick Airport,Southern,2024-03-28,20,3,Thursday,2030,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-30,11,10,Wednesday,1130,8,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-05,15,12,Thursday,1545,21,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-27,15,4,Saturday,1500,3,False
London Waterloo,Southampton Central,South Western Railway,2024-07-03,8,7,Wednesday,0800,6,False
London Victoria,Gatwick Airport,Southern,2024-07-15,16,7,Monday,1630,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-27,18,11,Wednesday,1815,1,False
London Victoria,Gatwick Airport,Southern,2024-12-21,20,12,Saturday,2030,2,False
London Kings Cross,Leeds,LNER,2024-10-13,18,10,Sunday,1845,4,False
London Waterloo,Southampton Central,South Western Railway,2024-09-02,17,9,Monday,1745,4,False
London Victoria,Gatwick Airport,Southern,2024-05-03,8,5,Friday,0815,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-13,21,8,Tuesday,2145,66,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-27,18,4,Saturday,1845,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-10,9,3,Sunday,0945,0,False
London Waterloo,Southampton Central,South Western Railway,2024-05-14,10,5,Tuesday,1045,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-22,21,2,Thursday,2130,0,True
London Waterloo,Southampton Central,South Western Railway,2024-05-08,17,5,Wednesday,1745,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-07-22,21,7,Monday,2115,5,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-13,16,1,Saturday,1615,8,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-26,17,2,Monday,1700,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-06,19,2,Tuesday,1945,5,False
London Victoria,Gatwick Airport,Southern,2024-02-11,6,2,Sunday,0600,0,True
Edinburgh Waverley,Glasgow Central,LNER,2024-03-12,17,3,Tuesday,1715,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-14,17,12,Saturday,1745,0,False
London Waterloo,Southampton Central,South Western Railway,2024-02-01,8,2,Thursday,0830,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-17,23,11,Sunday,2330,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-05,23,3,Tuesday,2315,3,False
London Waterloo,Southampton Central,South Western Railway,2024-09-26,17,9,Thursday,1745,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-22,16,11,Friday,1615,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-29,17,2,Thursday,1745,0,False
London Waterloo,Southampton Central,South Western Railway,2024-11-16,16,11,Saturday,1600,13,False
London Victoria,Gatwick Airport,Southern,2024-05-04,7,5,Saturday,0700,0,False
London Kings Cross,Leeds,LNER,2024-03-12,18,3,Tuesday,1815,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-22,7,2,Thursday,0715,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-05,8,4,Friday,0845,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-07,18,5,Tuesday,1845,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-27,19,2,Tuesday,1900,0,False
London Waterloo,Southampton Central,South Western Railway,2024-01-24,11,1,Wednesday,1100,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-12,12,9,Thursday,1230,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-23,19,12,Monday,1945,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-01,15,7,Monday,1515,55,False
London Waterloo,Southampton Central,South Western Railway,2024-03-27,6,3,Wednesday,0615,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-20,7,4,Saturday,0730,6,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-11-14,8,11,Thursday,0845,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-04,18,11,Monday,1845,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-15,21,10,Tuesday,2115,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-02,12,2,Friday,1215,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-21,17,4,Sunday,1745,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-23,5,2,Friday,0530,3,False
London Kings Cross,Leeds,LNER,2024-04-16,1,4,Tuesday,0100,9,False
London Waterloo,Southampton Central,South Western Railway,2024-09-17,17,9,Tuesday,1715,6,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-18,12,9,Wednesday,1215,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-09-25,7,9,Wednesday,0715,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-28,14,5,Tuesday,1415,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-11-11,11,11,Monday,1100,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-10,3,12,Tuesday,0315,2,False
London Waterloo,Southampton Central,South Western Railway,2024-06-16,3,6,Sunday,0330,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-05,19,7,Friday,1900,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-29,6,12,Sunday,0645,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-17,11,4,Wednesday,1145,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-11-30,14,11,Saturday,1400,9,False
London Victoria,Gatwick Airport,Southern,2024-11-23,8,11,Saturday,0845,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-20,6,10,Sunday,0600,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-23,6,4,Tuesday,0645,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-05,8,1,Friday,0800,5,False
London Victoria,Gatwick Airport,Southern,2024-01-10,10,1,Wednesday,1045,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-17,14,12,Tuesday,1430,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-17,17,6,Monday,1700,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-21,0,9,Saturday,0015,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-10,16,1,Wednesday,1645,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-09,6,4,Tuesday,0615,2,False
London Waterloo,Southampton Central,South Western Railway,2024-03-09,17,3,Saturday,1700,2,False
London Waterloo,Southampton Central,South Western Railway,2024-11-27,11,11,Wednesday,1130,10,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-11,23,9,Wednesday,2315,1,False
London Waterloo,Southampton Central,South Western Railway,2024-01-24,18,1,Wednesday,1800,0,False
London Kings Cross,Leeds,LNER,2024-06-12,13,6,Wednesday,1345,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-02,7,10,Wednesday,0700,13,False
London Victoria,Gatwick Airport,Southern,2024-10-27,1,10,Sunday,0115,66,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-04,17,1,Thursday,1745,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-08,7,3,Friday,0715,1,False
London Victoria,Gatwick Airport,Southern,2024-11-01,19,11,Friday,1900,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-13,11,6,Thursday,1100,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-24,1,4,Wednesday,0130,4,False
London Kings Cross,Leeds,LNER,2024-05-08,8,5,Wednesday,0800,24,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-28,15,9,Saturday,1500,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-02,6,4,Tuesday,0615,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-04,20,1,Thursday,2015,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-09,13,12,Monday,1315,83,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-05-06,17,5,Monday,1745,8,False
London Kings Cross,Leeds,LNER,2024-02-23,16,2,Friday,1630,2,False
London Waterloo,Southampton Central,South Western Railway,2024-09-23,17,9,Monday,1730,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-11-10,13,11,Sunday,1300,4,False
London Waterloo,Southampton Central,South Western Railway,2024-07-21,17,7,Sunday,1700,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-28,8,8,Wednesday,0830,4,False
London Victoria,Gatwick Airport,Southern,2024-06-09,12,6,Sunday,1230,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-19,10,8,Monday,1015,6,False
Birmingham New St,London Euston,Avanti West Coast,2024-11-30,7,11,Saturday,0745,11,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-16,21,1,Tuesday,2130,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-08,13,11,Friday,1300,12,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-16,19,9,Monday,1945,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-01,17,8,Thursday,1700,2,False
London Waterloo,Southampton Central,South Western Railway,2024-12-12,2,12,Thursday,0215,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-26,21,8,Monday,2100,3,False
London Waterloo,Southampton Central,South Western Railway,2024-12-02,1,12,Monday,0100,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-17,7,3,Sunday,0730,1,False
London Waterloo,Southampton Central,South Western Railway,2024-10-24,15,10,Thursday,1530,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-24,4,4,Wednesday,0415,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-10,7,4,Wednesday,0715,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-25,16,5,Saturday,1615,5,False
London Waterloo,Southampton Central,South Western Railway,2024-03-06,8,3,Wednesday,0845,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-26,8,10,Saturday,0830,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-17,2,3,Sunday,0245,3,False
London Waterloo,Southampton Central,South Western Railway,2024-06-07,8,6,Friday,0830,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-22,5,3,Friday,0515,8,False
London Kings Cross,Leeds,LNER,2024-12-12,17,12,Thursday,1700,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-22,20,2,Thursday,2015,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-01,17,12,Sunday,1700,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-21,9,12,Saturday,0900,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-24,9,10,Thursday,0915,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-04,13,1,Thursday,1345,3,False
London Victoria,Gatwick Airport,Southern,2024-04-28,16,4,Sunday,1645,9,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-13,18,12,Friday,1800,44,False
London Waterloo,Southampton Central,South Western Railway,2024-10-16,9,10,Wednesday,0915,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-17,7,12,Tuesday,0700,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-24,5,7,Wednesday,0500,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-04,21,2,Sunday,2100,2,False
London Waterloo,Southampton Central,South Western Railway,2024-06-07,16,6,Friday,1645,3,False
London Kings Cross,Leeds,LNER,2024-07-14,7,7,Sunday,0700,0,False
London Waterloo,Southampton Central,South Western Railway,2024-10-28,17,10,Monday,1700,11,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-27,0,2,Tuesday,0030,5,False
London Kings Cross,Leeds,LNER,2024-08-01,2,8,Thursday,0200,3,False
London Kings Cross,Leeds,LNER,2024-04-29,16,4,Monday,1645,7,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-26,16,5,Sunday,1630,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-07,21,10,Monday,2100,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-10,22,2,Saturday,2215,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-12,10,5,Sunday,1045,7,False
London Kings Cross,Leeds,LNER,2024-09-08,10,9,Sunday,1045,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-13,7,8,Tuesday,0730,1,False
London Kings Cross,Leeds,LNER,2024-08-24,7,8,Saturday,0745,11,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-13,0,5,Monday,0000,0,False
London Victoria,Gatwick Airport,Southern,2024-06-11,12,6,Tuesday,1245,8,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-13,20,3,Wednesday,2045,14,False
London Victoria,Gatwick Airport,Southern,2024-07-23,13,7,Tuesday,1315,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-28,16,12,Saturday,1645,5,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-10,19,4,Wednesday,1900,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-17,17,7,Wednesday,1745,0,True
London Waterloo,Southampton Central,South Western Railway,2024-12-19,19,12,Thursday,1945,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-14,12,3,Thursday,1215,3,False
London Victoria,Gatwick Airport,Southern,2024-10-12,17,10,Saturday,1715,10,False
London Victoria,Gatwick Airport,Southern,2024-07-23,18,7,Tuesday,1800,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-11,1,10,Friday,0145,37,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-05,19,9,Thursday,1900,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-29,12,1,Monday,1230,12,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-23,9,10,Wednesday,0945,0,False
London Kings Cross,Leeds,LNER,2024-07-30,4,7,Tuesday,0400,16,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-27,17,1,Saturday,1700,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-31,0,3,Sunday,0000,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-17,18,12,Tuesday,1815,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-07,23,1,Sunday,2315,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-17,16,5,Friday,1630,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-31,19,10,Thursday,1945,4,False
London Kings Cross,Leeds,LNER,2024-03-18,10,3,Monday,1030,1,False
London Victoria,Gatwick Airport,Southern,2024-07-26,8,7,Friday,0830,0,False
London Victoria,Gatwick Airport,Southern,2024-12-14,19,12,Saturday,1900,3,False
London Waterloo,Southampton Central,South Western Railway,2024-11-09,18,11,Saturday,1845,9,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-13,14,7,Saturday,1445,0,True
Edinburgh Waverley,Glasgow Central,LNER,2024-06-24,13,6,Monday,1300,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-23,8,9,Monday,0845,2,False
London Victoria,Gatwick Airport,Southern,2024-09-20,3,9,Friday,0330,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-15,8,8,Thursday,0830,81,False
London Victoria,Gatwick Airport,Southern,2024-05-04,8,5,Saturday,0845,7,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-20,21,12,Friday,2130,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-07-29,17,7,Monday,1730,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-01,18,7,Monday,1845,6,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-21,7,12,Saturday,0730,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-20,7,3,Wednesday,0745,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-05,9,1,Friday,0930,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-07,19,10,Monday,1915,6,False
London Victoria,Gatwick Airport,Southern,2024-12-15,8,12,Sunday,0830,3,False
London Victoria,Gatwick Airport,Southern,2024-10-25,8,10,Friday,0845,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-15,12,12,Sunday,1215,12,False
London Paddington,Cardiff Central,Great Western Railway,2024-09-12,9,9,Thursday,0900,3,False
London Kings Cross,Leeds,LNER,2024-08-04,11,8,Sunday,1145,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-09-25,12,9,Wednesday,1245,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-19,18,8,Monday,1800,0,True
London Kings Cross,Leeds,LNER,2024-07-31,23,7,Wednesday,2300,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-22,11,12,Sunday,1100,0,False
London Victoria,Gatwick Airport,Southern,2024-05-07,13,5,Tuesday,1300,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-30,12,5,Thursday,1215,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-01,20,3,Friday,2000,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-27,6,12,Friday,0615,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-02,11,12,Monday,1130,1,False
London Waterloo,Southampton Central,South Western Railway,2024-07-12,1,7,Friday,0115,4,False
London Waterloo,Southampton Central,South Western Railway,2024-01-28,7,1,Sunday,0745,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-01,10,10,Tuesday,1015,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-06,19,4,Saturday,1900,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-08,14,9,Sunday,1415,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-01,4,8,Thursday,0430,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-24,9,7,Wednesday,0930,1,False
London Victoria,Gatwick Airport,Southern,2024-09-24,21,9,Tuesday,2115,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-22,6,6,Saturday,0615,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-09,15,8,Friday,1530,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-07,7,6,Friday,0715,2,False
London Victoria,Gatwick Airport,Southern,2024-01-19,9,1,Friday,0900,1,False
London Kings Cross,Leeds,LNER,2024-10-11,19,10,Friday,1945,7,False
London Kings Cross,Leeds,LNER,2024-03-22,20,3,Friday,2015,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-30,6,5,Thursday,0645,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-10,11,3,Sunday,1130,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-15,17,1,Monday,1715,81,False
London Waterloo,Southampton Central,South Western Railway,2024-08-12,22,8,Monday,2200,3,False
London Waterloo,Southampton Central,South Western Railway,2024-05-16,16,5,Thursday,1630,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-04,9,5,Saturday,0945,8,False
London Kings Cross,Leeds,LNER,2024-09-12,16,9,Thursday,1600,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-01,17,7,Monday,1745,12,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-21,17,11,Thursday,1715,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-08,17,6,Saturday,1730,0,False
London Kings Cross,Leeds,LNER,2024-06-24,9,6,Monday,0945,0,False
London Waterloo,Southampton Central,South Western Railway,2024-08-22,16,8,Thursday,1630,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-05,9,2,Monday,0945,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-29,14,4,Monday,1430,0,True
London Victoria,Gatwick Airport,Southern,2024-12-09,21,12,Monday,2130,0,False
London Waterloo,Southampton Central,South Western Railway,2024-04-05,17,4,Friday,1700,11,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-29,14,6,Saturday,1445,81,False
London Waterloo,Southampton Central,South Western Railway,2024-06-09,15,6,Sunday,1530,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-30,1,7,Tuesday,0130,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-05,15,5,Sunday,1500,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-16,19,2,Friday,1945,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-08,16,10,Tuesday,1630,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-03,17,10,Thursday,1700,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-11,8,4,Thursday,0845,78,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-06,23,2,Tuesday,2345,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-22,20,12,Sunday,2030,18,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-07,1,7,Sunday,0130,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-15,17,10,Tuesday,1700,11,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-08,14,2,Thursday,1430,0,False
London Kings Cross,Leeds,LNER,2024-03-14,18,3,Thursday,1800,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-24,18,3,Sunday,1800,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-17,8,2,Saturday,0830,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-31,18,1,Wednesday,1800,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-14,19,11,Thursday,1945,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-02,21,6,Sunday,2115,4,False
London Waterloo,Southampton Central,South Western Railway,2024-02-16,18,2,Friday,1830,2,False
London Kings Cross,Leeds,LNER,2024-08-11,7,8,Sunday,0700,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-20,9,1,Saturday,0915,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-24,20,5,Friday,2045,0,False
London Kings Cross,Leeds,LNER,2024-03-19,8,3,Tuesday,0845,91,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-14,18,4,Sunday,1815,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-05,7,2,Monday,0745,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-31,4,7,Wednesday,0445,12,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-18,1,3,Monday,0115,3,False
London Waterloo,Southampton Central,South Western Railway,2024-02-12,23,2,Monday,2300,5,False
London Victoria,Gatwick Airport,Southern,2024-01-18,7,1,Thursday,0700,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-12,10,12,Thursday,1030,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-09-19,7,9,Thursday,0715,1,False
